DateTime,Channel,Name,Message
24/10/2025 11:03,Business Comms 6446,U047N91SRH8,<@U047N91SRH8> has joined the channel
24/10/2025 11:03,Business Comms 6446,U047N93BV7U,<@U047N93BV7U> has joined the channel
24/10/2025 11:03,Business Comms 6446,U0480TP9ZA5,<@U0480TP9ZA5> has joined the channel
24/10/2025 11:03,Business Comms 6446,U06CA3MRAJF,<@U06CA3MRAJF> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U082EQF9GRK,<@U082EQF9GRK> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U03BY6AJZMM,<@U03BY6AJZMM> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U03C9QC6HHB,<@U03C9QC6HHB> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U03MH3MV62J,<@U03MH3MV62J> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U03TKA1PRB9,<@U03TKA1PRB9> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U046ZV3A6TU,<@U046ZV3A6TU> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U048D1HGP5M,<@U048D1HGP5M> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U05T5GU82RL,<@U05T5GU82RL> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U063QU0F60M,<@U063QU0F60M> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U06511E4ZSA,<@U06511E4ZSA> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U06FL69C6JF,<@U06FL69C6JF> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U06HZTCU3EZ,<@U06HZTCU3EZ> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U06LRHG8SSZ,<@U06LRHG8SSZ> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U072WJ4V5LP,<@U072WJ4V5LP> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U073FURH2PN,<@U073FURH2PN> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U0793RSL46R,<@U0793RSL46R> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U07KYBU5U9H,<@U07KYBU5U9H> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U088NNB60QK,<@U088NNB60QK> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U08MJ4UMZ7T,<@U08MJ4UMZ7T> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U08UR5Q0N79,<@U08UR5Q0N79> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U047KAE5JLV,<@U047KAE5JLV> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U047N6LHU0K,<@U047N6LHU0K> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U047N6LUYJX,<@U047N6LUYJX> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U047N6MGH19,<@U047N6MGH19> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U047N90R8KU,<@U047N90R8KU> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U047N91SRH8,<@U047N91SRH8> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U047N93BV7U,<@U047N93BV7U> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U0480TP9ZA5,<@U0480TP9ZA5> has joined the channel
24/10/2025 11:03,Online Boutique 6446,U06CA3MRAJF,<@U06CA3MRAJF> has joined the channel
24/10/2025 11:03,Online Boutique 6446,Bez,"What a day! Our Grand Summer Sale kicked off this morning at 10, and the response has been insane. Can't believe we're already 5 hours in"
24/10/2025 11:04,Online Boutique 6446,Bob,"Totally! Just checked the dashboard, we've already crossed $160k+ in revenue :money_mouth_face: . The sale energy is next level!"
24/10/2025 11:04,Online Boutique 6446,Tinus,"That's fantastic, but hey, this is just the beginning. Three days to go... I'm keeping my fingers crossed :crossed_fingers:"
24/10/2025 11:04,Online Boutique 6446,Bez,"Seeing so many people shopping on a holiday, it feels satisfying. Exactly the momentum we were hoping for"
24/10/2025 11:04,Online Boutique 6446,UptimeLabs,"Welcome to DEFCON 1, are you perpared for the challenge?.

 *Use `/help` at any time for a list of useful links and commands*
 *Use `/incident` to create an incident record*

Once you're ready just click start to begin Start button"
24/10/2025 11:07,Online Boutique 6446,UptimeLabs,":alarm_clock: - You have 40 minutes to resolve the outage, good luck! You can type `/help` if you need any reminders."
24/10/2025 11:07,Online Boutique 6446,Shay,"Not this time!, I just got a few alerts mentioning severe errors popping up in PROD"
24/10/2025 11:07,Online Boutique 6446,Bob,Weird... a few users just complained they are unable to complete their orders. Feels... off..
24/10/2025 11:08,Online Boutique 6446,Player8,"Yeah, When I try to place order I could see my cart is empty"
24/10/2025 11:09,Online Boutique 6446,Shay,i see the same issue
24/10/2025 11:09,Online Boutique 6446,Player8,<@U047N6MGH19> what error you have observed? please share here
24/10/2025 11:09,Online Boutique 6446,Shay,Looking into logs now
24/10/2025 11:09,Business Comms 6446,Bez,Customers have gone outrageous. #OBFail and #OBStealsSale are trending with frustrated posts. We're getting hammered online! Where are we @Player8? 
24/10/2025 11:09,Online Boutique 6446,Shay,Found these below error logs
24/10/2025 11:09,Online Boutique 6446,Shay,"```
app[checkout-service] [ERROR] - write() failed, Read-only filesystem
app[checkout-service] Order submission failed for session_id=ae43f9 due to I/O error
app[checkout-service] [ERROR] - Transaction commit failed, Read-only file system
[ERROR] nginx[3245] - 502 Bad Gateway while accessing upstream checkout service
[ERROR] nginx[3245] - 504 Gateway Timeout while accessing upstream checkout service```"
24/10/2025 11:09,Online Boutique 6446,Shay,The server is too slow and give up while responding back. I'm not sure why read-only errors are there
24/10/2025 11:10,Online Boutique 6446,Daniel,"Looking at the above logs, app looks fine. But system can't write new data. Errors suggests to be an infra component failure"
24/10/2025 11:10,Online Boutique 6446,Daniel,"Also checkout servers show CPU and memory limits exceeded alerts, this definitely looks bigger than just an app issue"
24/10/2025 11:10,Online Boutique 6446,Daniel,"```app[checkout-service]: systemd[1][WARN] Resource usage threshold exceeded - CPU: 96%, Memory: 92%```"
24/10/2025 11:10,Business Comms 6446,Player8,Team is looking into the log <@U047N90R8KU>. Will keep you posted
24/10/2025 11:10,Online Boutique 6446,Shay,Could this be due to load or any changes ?
24/10/2025 11:11,Online Boutique 6446,Player8,<@U047N6LUYJX> can you take a look on the CPU usage for the checout service?
24/10/2025 11:11,Online Boutique 6446,Tanya,Checking infra...
24/10/2025 11:11,Online Boutique 6446,Tanya,"All four checkout servers are maxed out - CPU, memory, and disk I/O all spiking. No changes or deployments were done from platform side"
24/10/2025 11:11,Online Boutique 6446,Tanya,ServerMetrics
24/10/2025 11:11,Online Boutique 6446,Player8,And <@U047N6LUYJX> Any recent configuration got modified?
24/10/2025 11:11,Online Boutique 6446,Tanya,It doesn't looks like a load issue either. CPU and Memory spike is not matching with incoming traffic
24/10/2025 11:11,Online Boutique 6446,Tanya,I'm seeing a running process called init_locker.sh eating up most of the CPU on the checkout server. That's not something we usually run. Something's suspicious here
24/10/2025 11:11,Online Boutique 6446,Tanya,ProcessRunning
24/10/2025 11:12,Online Boutique 6446,Tanya,i dont believe any recent configurations were modified
24/10/2025 11:12,Online Boutique 6446,Player8,<@U047N6MGH19> <@U047N6LUYJX> Any idea in general how much load we will receive?
24/10/2025 11:13,Online Boutique 6446,Tanya,what customer activity are we at?
24/10/2025 11:13,Online Boutique 6446,Shay,we shouldnt be at this level of load with the current customer count
24/10/2025 11:14,Online Boutique 6446,Shay,this is really unusual activity
24/10/2025 11:14,Online Boutique 6446,Player8,<@U0480TP9ZA5> Suggest here do we need to increase of Resources?
24/10/2025 11:14,Online Boutique 6446,Hamed,let me take a look into this for you now
24/10/2025 11:14,Online Boutique 6446,Player8,/incident SEV 1 Resource block at checkout service
24/10/2025 11:15,Online Boutique 6446,U082EQF9GRK,/incident SEV 1 Resource block at checkout service
24/10/2025 11:15,Online Boutique 6446,Hamed,we seem to be running at max resources right now
24/10/2025 11:15,Online Boutique 6446,Hamed,"tanya mention the process called in locker, have we looked into this?"
24/10/2025 11:15,Business Comms 6446,Player8,*Incident Number INC10007:* SEV 1 Resource block at checkout service
24/10/2025 11:15,Online Boutique 6446,UptimeLabs,:star: Incident record created
24/10/2025 11:15,Online Boutique 6446,UptimeLabs,:star: Send first comms in first 5 minutes
24/10/2025 11:15,Business Comms 6446,Bez,"I'm seeing some posts on social media about issues with our platform, is this a regional issue or hitting customers globally?"
24/10/2025 11:16,Online Boutique 6446,Hamed,"and i agree with the team this is highly suspicious activity, we should call in security ops to get thier opinions on this"
24/10/2025 11:16,Online Boutique 6446,Player8,<@U047N91SRH8> Is it a global issue or any region specific?
24/10/2025 11:16,Online Boutique 6446,Bob,"Sure, let me look at my reports"
24/10/2025 11:16,Online Boutique 6446,Bob,Here are some of the complaints we've received in the last few minutes. It's coming all across the globe 
24/10/2025 11:16,Online Boutique 6446,Bob,"Germany - ""I added items to my cart, clicked checkout, and it just kept spinning. Then it dumped me back to an empty cart"""
24/10/2025 11:16,Online Boutique 6446,Bob,"USA - ""Order failed twice, and now the cart is empty. I refreshed, but now the site is laggy"""
24/10/2025 11:16,Online Boutique 6446,Bob,"Japan - ""Got to checkout, then error 502. Tried again - cart gone"""
24/10/2025 11:16,Online Boutique 6446,Bob,"To sum it all, we have got 240+ reports globally"
24/10/2025 11:16,Online Boutique 6446,Bob,Metrics
24/10/2025 11:17,Online Boutique 6446,Player8,<@U06CA3MRAJF> please check we seeing more anonymous calls.....
24/10/2025 11:17,Online Boutique 6446,Maya,Let me check if there's anything suspicious
24/10/2025 11:17,Business Comms 6446,Bez,"Got an email claiming responsibility by ""BlackCrow Group"" and demanding payment of $5M in crypto. Honestly, I get these hoax emails all the time, so I'm not buying it"
24/10/2025 11:17,Online Boutique 6446,Maya,Weird!! Security agent known as EDR(Endpoint Detection and Response) is missing from all 4 checkout servers. That's? concerning
24/10/2025 11:17,Online Boutique 6446,Maya,"```EDR is basically our endpoint defense tool, it tracks unusual activity at the servers```"
24/10/2025 11:17,Online Boutique 6446,Maya,"Also,I found an init_locker.sh script encrypting DB, app, and log files which is renaming the filename like below"
24/10/2025 11:18,Online Boutique 6446,Maya,"```
order_log_2025-06-01.locked
session_state.tmp.locked```"
24/10/2025 11:18,Online Boutique 6446,Daniel,"this explains why there were errors in checkout logs saying write failed , read-only filesystem"
24/10/2025 11:18,Online Boutique 6446,Tanya,"Wait... there's a file here named HELP_ME_DECRYPT.txt. I opened it, appears a ransom note. This doesn't look good"
24/10/2025 11:18,Online Boutique 6446,Tanya,help_me_decrypt
24/10/2025 11:18,Online Boutique 6446,Player8,<@U047N91SRH8> looks like its not region specific
24/10/2025 11:18,Online Boutique 6446,Maya,Confirmed. This is a ransomware breach. @Player8 inform business about this
24/10/2025 11:18,Online Boutique 6446,Tanya,Shall i try killing this script ?
24/10/2025 11:18,Online Boutique 6446,Bob,"Guys!!! User complaints are sky rocketing, its turning catastrophic!"
24/10/2025 11:19,Business Comms 6446,Bez,Wait! you're telling me this is an actual ransomware hit?
24/10/2025 11:19,Business Comms 6446,Player8,<@U047N90R8KU> looks like its global issue..Team looking form security perceptive now
24/10/2025 11:19,Business Comms 6446,Bez,"Alright, tell everyone, no one says a single thing outside online-boutique! I don't care who's asking, not a word until we know exactly what's going on!"
24/10/2025 11:19,Online Boutique 6446,Player8,<@U0480TP9ZA5> Killing the scripting will help?
24/10/2025 11:20,Business Comms 6446,Player8,Got it
24/10/2025 11:20,Online Boutique 6446,Hamed,"im not sure, we shouldn't panic on this, @maya you know best what do do, can you answer this?"
24/10/2025 11:20,Online Boutique 6446,Maya,"Killing the script could make things worse, higher ransom or losing data forever"
24/10/2025 11:20,Business Comms 6446,Bez,This is nightmare! @Player8 where are we right now?
24/10/2025 11:20,Online Boutique 6446,Maya,"@Player8 before we do anything, I'd request everyone to please change their passwords"
24/10/2025 11:20,Online Boutique 6446,Maya,Also I'm removing everyone's access to servers - only I'll have control for now. Later we will reassess to do any activity further
24/10/2025 11:20,Online Boutique 6446,Daniel,Done on my end
24/10/2025 11:20,Online Boutique 6446,Hamed,Updated. @Maya smart move by limiting server's access
24/10/2025 11:20,Online Boutique 6446,Shay,Password updated
24/10/2025 11:20,Online Boutique 6446,Bob,Changed mine too. Better safe than sorry
24/10/2025 11:21,Online Boutique 6446,Tanya,All set
24/10/2025 11:21,Online Boutique 6446,Tanya,"It's much worse now. Every file I check is encrypted, nothing can be opened or recovered."
24/10/2025 11:21,Online Boutique 6446,Shay,I'm seeing new errors on frontend now. How's it for you @Player8 ?
24/10/2025 11:21,Online Boutique 6446,Maya,"Attention! when it comes to potential security breaches, it's important we don't discuss sensitive details here"
24/10/2025 11:21,Online Boutique 6446,Maya,I'm setting up private channel...
24/10/2025 11:21,Online Boutique 6446,Maya,"@Player8 before we move to private channel, can you check with business what's the plan - are we paying the ransom or moving with response?"
24/10/2025 11:21,Online Boutique 6446,Player8,503 on checkout page now
24/10/2025 11:22,Online Boutique 6446,Maya,this is due to the ransomware
24/10/2025 11:22,Online Boutique 6446,Maya,they are restricting all access to them files
24/10/2025 11:22,Online Boutique 6446,Player8,Checking Maya
24/10/2025 11:23,Business Comms 6446,Player8,I need suggestion here <@U047N90R8KU> <@U047KAE5JLV>. May is asking are we paying the ransom or moving with response
24/10/2025 11:23,Business Comms 6446,U082EQF9GRK,I need suggestion here <@U047N90R8KU> <@U047KAE5JLV>. May is asking are we paying the ransom or moving with response
24/10/2025 11:23,Business Comms 6446,Bez,"Not in favor of paying. Ethically, it sets the wrong example and there's no real guarantee we'll get anything back"
24/10/2025 11:23,Business Comms 6446,Tinus,"Agree. Also, just to be clear - we don't need to alert the ICO(Information Commissioner's Office) right this second. We've got up to 72 hours, but that depends on how serious this really is"
24/10/2025 11:23,Private Comms 6446,U03BY6AJZMM,<@U03BY6AJZMM> has joined the channel
24/10/2025 11:23,Private Comms 6446,U03C9QC6HHB,<@U03C9QC6HHB> has joined the channel
24/10/2025 11:23,Private Comms 6446,U03MH3MV62J,<@U03MH3MV62J> has joined the channel
24/10/2025 11:23,Private Comms 6446,U03TKA1PRB9,<@U03TKA1PRB9> has joined the channel
24/10/2025 11:23,Private Comms 6446,U046ZV3A6TU,<@U046ZV3A6TU> has joined the channel
24/10/2025 11:23,Private Comms 6446,U048D1HGP5M,<@U048D1HGP5M> has joined the channel
24/10/2025 11:23,Private Comms 6446,U05T5GU82RL,<@U05T5GU82RL> has joined the channel
24/10/2025 11:23,Private Comms 6446,U063QU0F60M,<@U063QU0F60M> has joined the channel
24/10/2025 11:23,Private Comms 6446,U06511E4ZSA,<@U06511E4ZSA> has joined the channel
24/10/2025 11:23,Private Comms 6446,U06FL69C6JF,<@U06FL69C6JF> has joined the channel
24/10/2025 11:23,Private Comms 6446,U06HZTCU3EZ,<@U06HZTCU3EZ> has joined the channel
24/10/2025 11:23,Private Comms 6446,U06LRHG8SSZ,<@U06LRHG8SSZ> has joined the channel
24/10/2025 11:23,Private Comms 6446,U072WJ4V5LP,<@U072WJ4V5LP> has joined the channel
24/10/2025 11:23,Private Comms 6446,U073FURH2PN,<@U073FURH2PN> has joined the channel
24/10/2025 11:23,Private Comms 6446,U0793RSL46R,<@U0793RSL46R> has joined the channel
24/10/2025 11:23,Private Comms 6446,U07KYBU5U9H,<@U07KYBU5U9H> has joined the channel
24/10/2025 11:24,Private Comms 6446,U088NNB60QK,<@U088NNB60QK> has joined the channel
24/10/2025 11:24,Private Comms 6446,U08MJ4UMZ7T,<@U08MJ4UMZ7T> has joined the channel
24/10/2025 11:24,Private Comms 6446,U08UR5Q0N79,<@U08UR5Q0N79> has joined the channel
24/10/2025 11:24,Private Comms 6446,U06CA3MRAJF,<@U06CA3MRAJF> has joined the channel
24/10/2025 11:24,Private Comms 6446,U082EQF9GRK,<@U082EQF9GRK> has joined the channel
24/10/2025 11:24,Private Comms 6446,Maya,@Player8 let's build the core response team here. I've already added myself. Who else should we pull in to keep it tight and efficient?
24/10/2025 11:24,Private Comms 6446,Maya,"I'd say one senior person each from security, platform, and engineering. Also add Tanya, tasks could be platform intensive"
24/10/2025 11:24,Business Comms 6446,Bez,@Tinus do you think this is something we should loop in any cyber security agency for?
24/10/2025 11:24,Business Comms 6446,Tinus,"If it looks like a complete lock-out, I'd say yes"
24/10/2025 11:24,Business Comms 6446,Tinus,"We've got Cyvantics Security on retainer - just in case this gets out of hand. @Player8, ask Maya to reach out if needed"
24/10/2025 11:25,Private Comms 6446,Player8,<@U06CA3MRAJF> Please reach out Cyvantics Security on retainer
24/10/2025 11:25,Private Comms 6446,Maya,"Yes, we've got an IR(incident response) retainer with Cyvantics Security"
24/10/2025 11:25,Business Comms 6446,Bez,@Player8 I need a clear answer from the team. What exactly is affected right now?
24/10/2025 11:25,Private Comms 6446,Maya,"Looped in Cyvantics Security - they're on their way now to take snapshots of the infected server and storage, followed by forensics on it"
24/10/2025 11:25,Business Comms 6446,Tinus,"You're right. We need clear facts - which systems are locked, which are safe"
24/10/2025 11:26,Private Comms 6446,Maya,"Meanwhile, I've got this from Cyvantics. @Player8, can you help track the steps and coordinate?"
24/10/2025 11:26,Private Comms 6446,Maya,<https://uptime-labs.atlassian.net/wiki/external/MThjMTk4ZDU5ODU0NGZmMWE1NzhmNGY0MDQwNWI1NTA>
24/10/2025 11:26,Private Comms 6446,Maya,"We've got isolation steps in the playbook, but before we dive in, can you paste that list here? I'll help team run through it"
24/10/2025 11:27,Private Comms 6446,Player8,"Steps to be done, mentioned along with the *owning* team
1. Disconnect the infected server -&gt; Platforms 
2. Cut off infrastructure traffic -&gt; Platforms
3. Disconnect DB &amp; freeze backup -&gt; Application
4. Detach from Shared Resource -&gt; Platforms
5. Take snapshots (Disk &amp; Memory) -&gt; Ask team
6. Kill suspicious process or activity -&gt; Platforms
"
24/10/2025 11:27,Private Comms 6446,Maya,"I've given write access to Tanya, Hamed, Daniel, and myself"
24/10/2025 11:27,Online Boutique 6446,Bob,"@Player8 user complaints are spiking. They're reporting the site is down, earlier it wasn't the case. What should I tell them now?"
24/10/2025 11:27,Private Comms 6446,Tanya,Disconnecting the checkout servers from the infra now
24/10/2025 11:27,Private Comms 6446,Daniel,I'm on it. Disconnecting DB access for checkout and checking if scheduled backups exist
24/10/2025 11:27,Private Comms 6446,Hamed,I'll verify if any shared storage is still attached to the checkout DB
24/10/2025 11:28,Private Comms 6446,Daniel,"Step 3 done, DB connection to checkout is now cut"
24/10/2025 11:28,Private Comms 6446,Tanya,"Step 1 done, Checkout servers are now fully disconnected. Moving to isolate the infra from all external traffic"
24/10/2025 11:28,Private Comms 6446,Hamed,"Step 4 confirmed, No shared storage attached to checkout, which makes sense since checkout has its standalone storage"
24/10/2025 11:28,Private Comms 6446,Tanya,"Step 2 completed, Infra is now fully cut off from the outside world. That means the website will remain completely down until we recover"
24/10/2025 11:28,Private Comms 6446,Maya,"Step 5 done, Cyvantics has completed taking snapshots of the checkout servers and database. They've now moved on to forensics. @Hamed, we're good to kill the script now"
24/10/2025 11:28,Business Comms 6446,Bez,Do we have any backup storage? Maybe we can try restoring from that
24/10/2025 11:28,Private Comms 6446,Hamed,"Step 6 done, The Script has been killed. @Player8 let us know and double-check if anything else is pending on our side"
24/10/2025 11:29,Private Comms 6446,Player8,We are good with the isolations steps
24/10/2025 11:30,Private Comms 6446,Maya,yes all looks good there i agree
24/10/2025 11:30,Private Comms 6446,Player8,Can we proceed with Restoration?
24/10/2025 11:30,Private Comms 6446,Maya,"Yes, we must have a backup. Platform team can confirm us"
24/10/2025 11:30,Private Comms 6446,Hamed,"Correct, we do have backup which only runs at 2AM. Latest is yesterday's. We'll lose today's orders"
24/10/2025 11:30,Private Comms 6446,Maya,Isolation is complete. We're good to move toward restoration using the backup storage now
24/10/2025 11:30,Private Comms 6446,Maya,@Player8 could you please confirm with business before moving forward on this
24/10/2025 11:30,Private Comms 6446,Maya,I've called in @Bob to the channel
24/10/2025 11:31,Private Comms 6446,Bob,"@Player8, I hear you need my help, what exactly should I look into?"
24/10/2025 11:31,Private Comms 6446,Bob,"With the sale starting today, the potential loss is significant - around $180k"
24/10/2025 11:31,Private Comms 6446,Player8,<@U03BY6AJZMM> Is there a way we can retain todays data?
24/10/2025 11:32,Private Comms 6446,Hamed,No all of the sales are lost with the ransomware
24/10/2025 11:32,Private Comms 6446,Hamed,if we restore we lose all them sales
24/10/2025 11:32,Private Comms 6446,Maya,unfortunately yes
24/10/2025 11:32,Business Comms 6446,Bez,we need an update
24/10/2025 11:33,Private Comms 6446,Player8,Looks like we need to proceed with our restoration process with current back what we have
24/10/2025 11:33,Private Comms 6446,Maya,is that the decision? just want to make it clear what the next actions are
24/10/2025 11:33,Private Comms 6446,Player8,"Steps for Restoration:
Steps to be done, mentioned along with the *owning* team
1. Validate backups → Security
2. Wipe infected systems → Platforms
3. Rebuild from clean backup → Platforms
4. Re-enable security agent on the servers → Security
5. Reconnect traffic to services and monitor → Platforms
"
24/10/2025 11:34,Private Comms 6446,Maya,"Thanks for the go-ahead. @Player8, please track all restoration steps"
24/10/2025 11:34,Private Comms 6446,Maya,I'm now validating the backup storage to ensure it's safe
24/10/2025 11:34,Private Comms 6446,Hamed,"I'm provisioning new checkout servers, will update once ready"
24/10/2025 11:34,Private Comms 6446,Maya,"Backup is clean and safe. @Hamed, you can start rebuilding checkout from backup storage"
24/10/2025 11:34,Private Comms 6446,Hamed,"Thanks, Maya. New servers are ready. I'll start rebuilding now using backup storage"
24/10/2025 11:34,Private Comms 6446,Hamed,Rebuild completed
24/10/2025 11:34,Private Comms 6446,Maya,I've enabled the security agents (EDR) on checkout servers
24/10/2025 11:34,Private Comms 6446,Daniel,I'll monitor application health once services are restored
24/10/2025 11:34,Private Comms 6446,Maya," @Player8 , can you confirm all tasks are wrapped up and we are good to bring the traffic back? Just want to be sure, as this is the final restoration step before we move"
24/10/2025 11:35,Online Boutique 6446,Player8,Backup is restoring now Bob. We will be back in sometime
24/10/2025 11:36,Business Comms 6446,Player8,Yes we do have backup till yesterday. Todays data we might lost becuase of Randsome
24/10/2025 11:36,Private Comms 6446,Tanya,im ready on the last step
24/10/2025 11:36,Business Comms 6446,Bez,"that is to be expected, good work"
24/10/2025 11:37,Private Comms 6446,Player8,<@U047N6LUYJX> are we wiped the infected server?
24/10/2025 11:37,Private Comms 6446,Maya,i will check this
24/10/2025 11:37,Private Comms 6446,Maya,"no we missed that, good catch, let me carry that out now"
24/10/2025 11:38,Private Comms 6446,Maya,"Complete, we are good to go now"
24/10/2025 11:38,Private Comms 6446,Player8,<@U047N6LUYJX> go head with last step
24/10/2025 11:38,Private Comms 6446,Tanya,Thanks for the go ahead. Bringing up network traffic in progress...
24/10/2025 11:39,Private Comms 6446,Tanya,Restoration completed
24/10/2025 11:39,Business Comms 6446,Player8,We build the new servers and routing the traffic back now <@U047N90R8KU> <@U047KAE5JLV>
24/10/2025 11:39,Private Comms 6446,Bob,Wait!! getting a bunch of new complaints now. Users are neither able to see their return requests nor able to place new returns on the site
24/10/2025 11:39,Private Comms 6446,Maya,"Yeah, that's probably the missing today's checkout data. Anyone who ordered or returned something during that time won't see it - makes sense since we restored from the yesterday's backup"
24/10/2025 11:39,Private Comms 6446,Tanya,"Tough, but expected :)"
24/10/2025 11:39,Private Comms 6446,Bob,What should I tell them? They are asking for refunds
24/10/2025 11:39,Business Comms 6446,U082EQF9GRK,We build the new servers and routing the traffic back now <@U047N90R8KU> <@U047KAE5JLV>
24/10/2025 11:39,Business Comms 6446,Bez,is this resolved?
24/10/2025 11:42,Business Comms 6446,Player8,<@U047N90R8KU> Users are neither able to see their return requests nor able to place new returns on the site becuase of data unavailable. Can we proceed with refund for thoses orders?
24/10/2025 11:42,Business Comms 6446,Bez,what loss in sales are we looking at?
24/10/2025 11:42,Online Boutique 6446,UptimeLabs,:alarm_clock: - You have less than 5 minutes. You can type `/help` if you need any reminders.
24/10/2025 11:43,Business Comms 6446,Player8,"We have data back till yesterday, missing today's checkout data. Anyone who ordered or returned something during that time won't see it - makes sense since we restored from the yesterday's backup"
24/10/2025 11:43,Business Comms 6446,Bez,"Keeping it high-level, just say website restored, but there's an issue with few orders. We'll refund them, and customers will get a $10 gift voucher as an apology"
24/10/2025 11:43,Private Comms 6446,Maya,@Player8 I've received the forensics report from Cyvantics Security
24/10/2025 11:43,Private Comms 6446,Maya,forensics
24/10/2025 11:44,Private Comms 6446,Player8,"Update from Business,
<@U047N91SRH8> We'll refund them, and customers will get a $10 gift voucher as an apology"
24/10/2025 11:44,Private Comms 6446,Maya,"Also, I just finished combing through Shay's mailbox. There's something important here, I found two emails from what looks like our monitoring vendor - ClearTech"
24/10/2025 11:44,Private Comms 6446,Maya,phished_email
24/10/2025 11:44,Private Comms 6446,Maya,"We will take this forward in PIR , for now website is restored"
24/10/2025 11:44,Private Comms 6446,U082EQF9GRK,"Update from Business,
<@U047N91SRH8> We'll refund them, and customers will get a $10 gift voucher as an apology"
