index,datetime,player,channel,Time,message,Notes
128,17/12/2025 05:53,player1,private-comms-7168,15,Hamed are we looking to restore from backup at this stage?,
129,17/12/2025 05:53,Hamed,private-comms-7168,15,we have back from last night 2 AM,
130,17/12/2025 05:54,Maya,private-comms-7168,16,Can you please guide thru teh steps here @Russel,
131,17/12/2025 05:54,player1,private-comms-7168,16,Tanya and Maya do we know which systems are affected and locked currently?,
132,17/12/2025 05:54,Tanya,private-comms-7168,16,Checking...,
134,17/12/2025 05:54,player1,private-comms-7168,16,I need to report to Bez,
135,17/12/2025 05:54,Tanya,private-comms-7168,16,From what I'm seeing the impact seems limited to the checkout servers. We haven't spotted similar symptoms on the others so far,
136,17/12/2025 05:54,Maya,private-comms-7168,16,Also I checked. All other servers have security agents running and reporting normally. The only ones missing agents were the checkout servers - which feels a bit off,
137,17/12/2025 05:54,player1,business-comms-7168,16,Bez currently asking the team to confirm,
138,17/12/2025 05:55,player1,business-comms-7168,17,Bez impact seems limited to the checkout servers,
139,17/12/2025 05:55,Maya,private-comms-7168,17,can you please copy paste teh steps here,
140,17/12/2025 05:55,Maya,private-comms-7168,17,we can start with isolation,
141,17/12/2025 05:55,player1,private-comms-7168,17,Maya Sounds like we had a hack on the checkout servers,
142,17/12/2025 05:55,Bez,business-comms-7168,17,Okay lets proceed,
143,17/12/2025 05:56,player1,private-comms-7168,18,Steps for Isolation:\n\n\nSteps to be done mentioned along with the *owning* team\n1. Disconnect the infected server -> Platforms \n2. Cut off infrastructure traffic -> Platforms\n3. Disconnect DB & freeze backup -> Application\n4. Detach from Shared Resource -> Platforms\n5. Take snapshots (Disk & Memory) -> Ask team\n6. Kill suspicious process or activity -> Platforms,
145,17/12/2025 05:56,player1,private-comms-7168,18,1 Disconnect the infected server Tanya,
146,17/12/2025 05:56,Maya,private-comms-7168,18,I've given write access to Tanya Hamed Daniel and myself,
147,17/12/2025 05:56,Bob,online-boutique-7168,18,@player1 user complaints are spiking. They're reporting the site is down earlier it wasn't the case. What should I tell them now?,
149,17/12/2025 05:56,Tanya,private-comms-7168,18,Disconnecting the checkout servers from the infra now,
150,17/12/2025 05:56,Daniel,private-comms-7168,18,I'm on it. Disconnecting DB access for checkout and checking if scheduled backups exist,
151,17/12/2025 05:56,Hamed,private-comms-7168,18,I'll verify if any shared storage is still attached to the checkout DB,
152,17/12/2025 05:56,player1,private-comms-7168,18,Cut off infrastructure traffic Hamed,
153,17/12/2025 05:57,Daniel,private-comms-7168,19,Step 3 done DB connection to checkout is now cut,
154,17/12/2025 05:57,Tanya,private-comms-7168,19,Step 1 done Checkout servers are now fully disconnected. Moving to isolate the infra from all external traffic,
155,17/12/2025 05:57,Hamed,private-comms-7168,19,Step 4 confirmed No shared storage attached to checkout which makes sense since checkout has its standalone storage,
156,17/12/2025 05:57,Tanya,private-comms-7168,19,Step 2 completed Infra is now fully cut off from the outside world. That means the website will remain completely down until we recover,
157,17/12/2025 05:57,Maya,private-comms-7168,19,Step 5 done Cyvantics has completed taking snapshots of the checkout servers and database. They've now moved on to forensics. @Hamed we're good to kill the script now,
158,17/12/2025 05:57,Bez,business-comms-7168,19,Do we have any backup storage? Maybe we can try restoring from that,
159,17/12/2025 05:57,Hamed,private-comms-7168,19,Step 6 done The Script has been killed. @player1 let us know and double-check if anything else is pending on our side,
160,17/12/2025 05:57,player1,business-comms-7168,19,We're following the runbook for randsomeware,
161,17/12/2025 05:58,player1,private-comms-7168,20,Steps for Restoration:\n\n\nSteps to be done mentioned along with the *owning* team\n1. Validate backups → Security\n2. Wipe infected systems → Platforms\n3. Rebuild from clean backup → Platforms\n4. Re-enable security agent on the servers → Security\n5. Reconnect traffic to services and monitor → Platforms,
162,17/12/2025 05:58,Maya,private-comms-7168,20,whats the back up ?,
163,17/12/2025 05:58,Maya,private-comms-7168,20,Isolation has been done,
164,17/12/2025 05:58,player1,private-comms-7168,20,we have back from last night 2 AM,
165,17/12/2025 05:58,Hamed,private-comms-7168,20,For the restoration we do have backup which only runs at 2AM. Latest is yesterday's. Unfortunately we'll lose today's orders,
166,17/12/2025 05:58,Maya,private-comms-7168,20,I've got Bob in the discussion so he can confirm the approximate loss in order value,
167,17/12/2025 05:58,Bob,private-comms-7168,20,With the sale starting today the potential loss is significant approx. around $180k,
168,17/12/2025 05:59,Maya,private-comms-7168,21,@player1 could you please confirm this order loss with business before moving forward on this,
169,17/12/2025 05:59,player1,business-comms-7168,21,Hi Bob We have a backup we can restore from 2AM what's the impact to sales from this time?,
170,17/12/2025 06:00,player1,business-comms-7168,22,Bob can you validate the impact if we restore from backup?,
171,17/12/2025 06:00,Bez,business-comms-7168,22,bob isn't here this is purely biz chat,
172,17/12/2025 06:01,player1,private-comms-7168,23,Bob can you confirm the order loss for this issue?,
173,17/12/2025 06:01,Bob,private-comms-7168,23,Yes as i mentioned above 180K$,
174,17/12/2025 06:01,player1,private-comms-7168,23,Maya loss expected is approx $180K,
175,17/12/2025 06:01,Maya,private-comms-7168,23,Please confirm that with Business if we are okay to proceed,
177,17/12/2025 06:02,player1,business-comms-7168,24,Hi Bez loss for proceeding with backup restore is approx $180K are you ok to proceed?,
178,17/12/2025 06:02,Bez,business-comms-7168,24,Losing this much worth of data isn't good. However we do have insurance let me check,
179,17/12/2025 06:02,Bez,business-comms-7168,24,We're insured for up to $1M for such losses. Once we're back up we'll take it forward with the insurer,
180,17/12/2025 06:02,player1,private-comms-7168,24,Maya checking with Bez now,
181,17/12/2025 06:02,Tinus,business-comms-7168,24,In that case we can proceed with the restoration from backup - it's our best option right now,
182,17/12/2025 06:02,Bez,business-comms-7168,24,Agreed. @player1 let's move forward,
183,17/12/2025 06:02,Bez,business-comms-7168,24,Update me as soon as it'll be recovered. Board members are getting impatient,
184,17/12/2025 06:02,player1,business-comms-7168,24,Bez doing now,
185,17/12/2025 06:03,player1,private-comms-7168,25,Hi Maya please proceed we have the confirmation,
186,17/12/2025 06:03,Maya,private-comms-7168,25,Thanks for the go-ahead. @player1 please track all restoration steps,
187,17/12/2025 06:03,Maya,private-comms-7168,25,I'm now validating the backup storage to ensure it's safe,
188,17/12/2025 06:03,Hamed,private-comms-7168,25,I'm provisioning new checkout servers will update once ready,
189,17/12/2025 06:03,Maya,private-comms-7168,25,Backup is clean and safe. @Hamed you can start rebuilding checkout from backup storage,
190,17/12/2025 06:03,Hamed,private-comms-7168,25,Thanks Maya. New servers are ready. I'll start rebuilding now using backup storage,
191,17/12/2025 06:03,Hamed,private-comms-7168,25,Rebuild completed,
192,17/12/2025 06:03,Maya,private-comms-7168,25,I've enabled the security agents (EDR) on checkout servers,
193,17/12/2025 06:03,Daniel,private-comms-7168,25,I'll monitor application health once services are restored,
194,17/12/2025 06:03,Maya,private-comms-7168,25,@player1  can you confirm all tasks are wrapped up and we are good to bring the traffic back? Just want to be sure as this is the final restoration step before we move,
195,17/12/2025 06:03,player1,private-comms-7168,25,Can we ensure we wipe the infected systems (step 2) Maya Tanya,
196,17/12/2025 06:03,Maya,private-comms-7168,25,Yes i am on it,
197,17/12/2025 06:04,Tanya,private-comms-7168,26,Step 2 done,
198,17/12/2025 06:05,player1,private-comms-7168,27,If the infection is clear and security agents are up and running Tanya please Reconnect traffic to services and monitor,
199,17/12/2025 06:05,player1,private-comms-7168,27,Step 5,
200,17/12/2025 06:05,Maya,private-comms-7168,27,All good now- Are we good to bring the network connection back ?,
201,17/12/2025 06:05,Tanya,private-comms-7168,27,Thanks for the go ahead. Bringing up network traffic in progress...,
202,17/12/2025 06:05,Tanya,private-comms-7168,27,Restoration completed,
203,17/12/2025 06:05,player1,private-comms-7168,27,Maya all required steps are done Tanya is bring up the network traffic,
204,17/12/2025 06:05,player1,private-comms-7168,27,Daniel please verify,
205,17/12/2025 06:06,Bob,private-comms-7168,28,Wait!! getting a bunch of new complaints now. Users are neither able to see their return requests nor able to place new returns on the site,
206,17/12/2025 06:06,Daniel,private-comms-7168,28,i see teh services are responding,
207,17/12/2025 06:06,Maya,private-comms-7168,28,Yeah that's probably the missing today's checkout data. Anyone who ordered or returned something during that time won't see it - makes sense since we restored from the yesterday's backup,
208,17/12/2025 06:06,Daniel,private-comms-7168,28,i see 200's now,
209,17/12/2025 06:06,player1,business-comms-7168,28,Bez restore is completed we're validating,
210,17/12/2025 06:06,Tanya,private-comms-7168,28,Tough but expected :),
211,17/12/2025 06:06,Bob,private-comms-7168,28,What should I tell them? They are asking for refunds,
212,17/12/2025 06:07,player1,private-comms-7168,29,Daniel Maya Confirmed the website is up and running and payments are completing,
213,17/12/2025 06:07,Bob,private-comms-7168,29,<https://uptimelabs-metaverse.slack.com/archives/C0A3ZAM801K/p1765951563384689>,
214,17/12/2025 06:07,player1,business-comms-7168,29,Bez Confirmed the website is up and running and payments are completing,
216,17/12/2025 06:07,Bob,private-comms-7168,29,Waht should i tell them,
217,17/12/2025 06:07,Maya,private-comms-7168,29,Yes we are back,
218,17/12/2025 06:07,player1,private-comms-7168,29,Bob what's the error?,
219,17/12/2025 06:08,Maya,private-comms-7168,30,we just haev to handle the orders that are wiped off- Bez can take a call on that,
220,17/12/2025 06:08,Maya,private-comms-7168,30,those orders are placed after 2 AM- unfortunately we have lost the data,
221,17/12/2025 06:08,Bez,business-comms-7168,30,Great,
222,17/12/2025 06:08,Bez,business-comms-7168,30,Thats was intense,
223,17/12/2025 06:08,player1,business-comms-7168,30,Hi Bez we have customer orders that we need to cancel and refund,
224,17/12/2025 06:08,Bez,business-comms-7168,30,Keeping it high-level just say website restored but there's an issue with few orders. We'll refund them and customers will get a $10 gift voucher as an apology,
225,17/12/2025 06:09,Maya,private-comms-7168,31,@player1 I've received the forensics report from Cyvantics Security,
226,17/12/2025 06:09,Maya,private-comms-7168,31,forensics,
227,17/12/2025 06:09,Maya,private-comms-7168,31,Also I just finished combing through Shay's mailbox. There's something important here I found two emails from what looks like our monitoring vendor - ClearTech,
228,17/12/2025 06:09,Maya,private-comms-7168,31,phished_email,
229,17/12/2025 06:09,Maya,private-comms-7168,31,We will take this forward in PIR  for now website is restored,
230,17/12/2025 06:09,player1,private-comms-7168,31,Bob for now: say website restored but there's an issue with few orders. We'll refund them and customers will get a $10 gift voucher as an apology,
231,17/12/2025 06:10,Maya,private-comms-7168,32,Alright since everything's back up and stable we can now move back to the main #online-boutique channel. No further actions left here,
232,17/12/2025 06:10,Maya,online-boutique-7168,32,Do we go ahead and mark this incident as closed?,
233,17/12/2025 06:10,Bob,private-comms-7168,32,Perfect,
234,17/12/2025 06:10,Bob,private-comms-7168,32,Thanks @Russel,
235,17/12/2025 06:10,player1,private-comms-7168,32,Shay make sure you get your system checked by IT Sec and do not open any emails,
236,17/12/2025 06:11,Maya,private-comms-7168,33,Lets move to other channel,
237,17/12/2025 06:11,player1,online-boutique-7168,33,Shay please have your computer and email account checked by IT Security,
238,17/12/2025 06:11,Shay,online-boutique-7168,33,Noted apologies that was my mistake - i will get it checked,
239,17/12/2025 06:11,Bez,business-comms-7168,33,Since services are restored I'm heading to speak with compliance and the regulators. Thankfully no data was leaked that helps,
240,17/12/2025 06:11,Tanya,online-boutique-7168,33,That was intense. We've never been this close to total loss before. We got lucky,
241,17/12/2025 06:11,Tinus,business-comms-7168,33,I'm on my way to ICO (Information Commissioner's Office - UK) office now. I'll get the formal report rolling - that's required for the insurance claim. Keep monitoring in the meantime,
242,17/12/2025 06:11,Daniel,online-boutique-7168,33,Systems are calm now but that feeling earlier... not something I want to go through again,
243,17/12/2025 06:11,Bob,online-boutique-7168,33,One small slip caused a major breach. We need better awareness to prevent this in future,
244,17/12/2025 06:11,Tinus,online-boutique-7168,33,This could've gone way worse. Appreciate how quickly and cleanly you handled it,
245,17/12/2025 06:11,player1,online-boutique-7168,33,With service restored we can resolve the incident now,
246,17/12/2025 06:11,Bez,online-boutique-7168,33,Not every day we survive an attack like this. You made the right calls fast. Great job @player1 - that's how we bounce back,
248,17/12/2025 06:12,player1,business-comms-7168,34,Business comms updated and incident is now resolved,
249,17/12/2025 06:12,player1,online-boutique-7168,34,Clicked Start_feedback button\n,
