index,datetime,player,channel,message
48,2025-07-09 09:14:00,PLAYER,online-boutique-4895,"Bez it's limited to UK only"
49,2025-07-09 09:14:10,Daniel,online-boutique-4895,"Should we look at the services and changes first?"
50,2025-07-09 09:14:18,Bez,business-comms-4895,"Is this global issue ?"
51,2025-07-09 09:14:38,Bez,online-boutique-4895,"Send me an updates in business channel pls"
52,2025-07-09 09:14:54,Tanya,online-boutique-4895,"We should raise the ticket first guys!"
55,2025-07-09 09:15:33,PLAYER,online-boutique-4895,"Shay CHG89359:PaymentService:version 1.4 deployed:PROD:Daniel B what about this change?"
56,2025-07-09 09:15:38,PLAYER,online-boutique-4895,"same question to Daniel"
57,2025-07-09 09:15:53,Daniel,online-boutique-4895,"I will review checkout and payments"
60,2025-07-09 09:16:07,Shay,online-boutique-4895,"I will check services in a meantime"
63,2025-07-09 09:16:33,PLAYER,online-boutique-4895,"I can see also currencyservice INFO spiking a bit Shay Daniel"
65,2025-07-09 09:16:56,Daniel,online-boutique-4895,"The checkout service change looks fine reviewing the payments service. It should be fine but better safe than sorry"
67,2025-07-09 09:17:14,Shay,online-boutique-4895,"Checkout service is healthy but i can't say the same about payments"
68,2025-07-09 09:17:23,Bez,business-comms-4895,"DO we have an ETA for resolution ?"
69,2025-07-09 09:17:26,Shay,online-boutique-4895,"I can see errors in the payments logs right after it was deployed"
70,2025-07-09 09:17:39,Shay,online-boutique-4895,"I think this is the culprit"
72,2025-07-09 09:17:50,PLAYER,business-comms-4895,"Bez it's limited to UK +400 customer reports"
74,2025-07-09 09:17:53,PLAYER,business-comms-4895,"no ETA as of now"
75,2025-07-09 09:18:12,PLAYER,online-boutique-4895,"Shay can we rollback that change?"
76,2025-07-09 09:18:15,PLAYER,online-boutique-4895,"to fix the issue"
77,2025-07-09 09:18:17,Daniel,online-boutique-4895,"Shay is right there seems to be an issue with deployment some of the common libraries were missed affecting users"
80,2025-07-09 09:18:32,Daniel,online-boutique-4895,"I will initiate rollback right away"
81,2025-07-09 09:18:41,PLAYER,online-boutique-4895,"how much do you need Daniel?"
82,2025-07-09 09:18:47,Daniel,online-boutique-4895,"2-3 mins"
83,2025-07-09 09:18:48,PLAYER,business-comms-4895,"Bez - errors in the payments logs right after it was deployed"
84,2025-07-09 09:18:53,PLAYER,business-comms-4895,"team is rolling back the change"
85,2025-07-09 09:18:56,Bez,business-comms-4895,"Keep me posted - I have a Stakeholders meet in 10 minutes"
86,2025-07-09 09:18:58,Shay,online-boutique-4895,"@Daniel thanks!"
88,2025-07-09 09:19:01,PLAYER,business-comms-4895,"Eta 2-3 minutes"
89,2025-07-09 09:19:22,Bez,business-comms-4895,"Thanks"
90,2025-07-09 09:19:33,Daniel,online-boutique-4895,"Rollback complete we should see the changes in a few"
91,2025-07-09 09:19:56,Bob,online-boutique-4895,"Customers are saying they can make payments again"
92,2025-07-09 09:20:00,Tinus,online-boutique-4895,"Perfect! @Marcin Nowok can you confirm with the team?"
93,2025-07-09 09:20:42,Shay,online-boutique-4895,"I can place an order"
94,2025-07-09 09:20:51,PLAYER,online-boutique-4895,"now it works!"
95,2025-07-09 09:20:53,PLAYER,online-boutique-4895,"thanks!"
96,2025-07-09 09:21:00,PLAYER,business-comms-4895,"Bez issue fixed"
98,2025-07-09 09:21:07,Bez,business-comms-4895,"Great"
99,2025-07-09 09:21:18,Bez,business-comms-4895,"Much appreciate the quick turnaround"
103,2025-07-09 09:21:52,PLAYER,online-boutique-4895,"Bob everything good with customers?"
105,2025-07-09 09:22:08,PLAYER,online-boutique-4895,"Daniel Shay all good from your end?"
107,2025-07-09 09:22:15,Bob,online-boutique-4895,"Reports are decreasing and customers are able to place an order"
108,2025-07-09 09:22:21,PLAYER,online-boutique-4895,"thanks"
109,2025-07-09 09:22:26,Daniel,online-boutique-4895,"there are no errors in logs"
110,2025-07-09 09:22:55,PLAYER,online-boutique-4895,"Clicked Start_feedback button\n"
