datetime,player,channel,diff,message
04/03/2026 11:27,PLAYER,business-comms-7881,15.15,@bez it seems ngnix server changes were deployed which has impacted this. will give update in next 5 minutes
04/03/2026 11:27,bez,business-comms-7881,15.25,Do you have any ETA ?
04/03/2026 11:27,tanya,online-boutique-7881,15.53,I have changed the version and added the patch. Should be good now
04/03/2026 11:28,PLAYER,online-boutique-7881,15.97,@daniel  @tanya  could you test now on chrome and confirm
04/03/2026 11:28,uptimelabs,online-boutique-7881,16.00,:star: Reproduces the incident
04/03/2026 11:28,tanya,online-boutique-7881,16.03,Sure let me check my v105 now
04/03/2026 11:28,daniel,online-boutique-7881,16.37,For me site works fine and no errors are there in logs
04/03/2026 11:28,tanya,online-boutique-7881,16.43,I can access the site now easily
04/03/2026 11:28,PLAYER,business-comms-7881,16.43,fix is applied @bez  we are testing the changes
04/03/2026 11:29,PLAYER,online-boutique-7881,16.73,@bob  all good from customer side?
04/03/2026 11:29,bez,business-comms-7881,16.82,"Ok great, confirm me again once you're confident"
04/03/2026 11:29,PLAYER,business-comms-7881,16.98,site is working fine now @bez 
04/03/2026 11:29,bob,online-boutique-7881,17.15,Checked with one of the user and he is able to see the site again
04/03/2026 11:29,PLAYER,online-boutique-7881,17.23,@bob shall we close the incident?
04/03/2026 11:29,bob,online-boutique-7881,17.33,Seems this fix worked afterall
04/03/2026 11:29,bob,online-boutique-7881,17.45,Yes you can close it now
04/03/2026 11:29,PLAYER,online-boutique-7881,17.50,let close the incident
04/03/2026 11:29,tanya,online-boutique-7881,17.52,Hey @vallabh.vyas-dominos.co.uk I have just retried the website with V105.0 of chrome and it seems the fix worked
04/03/2026 11:29,tinus,online-boutique-7881,17.55,Glad we created an incident for this. Need to review our training on when to create an incident or a bug but great work team.
04/03/2026 11:29,daniel,online-boutique-7881,17.58,Sorry guys should have raised an incident when first discovered.
04/03/2026 11:30,tinus,online-boutique-7881,17.75,We are all learning Daniel. We can carry the learnings foward
04/03/2026 11:30,bob,online-boutique-7881,17.80,Just checked and it looks all good now team
04/03/2026 11:30,tinus,online-boutique-7881,17.83,Lets continue monitoring this and we can have a great conversation during the PIR
04/03/2026 11:30,uptimelabs,online-boutique-7881,18.20,"Thank you for playing Version Confusion, We recommend that you take 5 minutes to go and get a drink or stretch your legs.
Once you are back we ask that you complete this retrospective and feedback form, just hit start when you are ready."
04/03/2026 11:30,uptimelabs,online-boutique-7881,18.42,"Thanks for playing! Please complete your feedback here:
https://learn.uptimelabs.io/scenario/online-boutique/levels/17/7881/feedback"
04/03/2026 11:30,uptimelabs,online-boutique-7881,18.48,"Thanks for playing! Please complete your feedback here:
https://learn.uptimelabs.io/scenario/online-boutique/levels/17/7881/feedback"
