datetime,player,channel,diff,message
01/04/2026 12:24,tinus,business-comms-8284,14.80,"Saw a ticket pop up, can we have more clarity of what seems to be an issue and impact?"
01/04/2026 12:24,hamed,online-boutique-8284,15.02,Joining investigation
01/04/2026 12:24,hamed,online-boutique-8284,15.62,Seeing variation in response negotiation for older Chrome
01/04/2026 12:25,PLAYER,online-boutique-8284,15.68,"yes, we create incident we have to quick to identify the issue before it affects the larger audience"
01/04/2026 12:25,hamed,online-boutique-8284,15.73,Reviewing NGINX version history now
01/04/2026 12:25,PLAYER,online-boutique-8284,15.98,what will be the fix for the issue
01/04/2026 12:25,PLAYER,online-boutique-8284,16.38,@tanya @daniel what is the fix for it
01/04/2026 12:25,tanya,online-boutique-8284,16.45,Me and hamed are trying to pinpoint what is causing the delay time
01/04/2026 12:25,daniel,online-boutique-8284,16.65,Don't think this is application layer issue
01/04/2026 12:26,hamed,online-boutique-8284,16.78,There was a version upgrade around two weeks ago
01/04/2026 12:26,PLAYER,online-boutique-8284,16.85,ok then what will be the issue
01/04/2026 12:26,hamed,online-boutique-8284,16.88,That aligns more closely with impact timeline
01/04/2026 12:26,tanya,online-boutique-8284,17.27,"We are investigating the possible causes, few minutes please"
01/04/2026 12:26,PLAYER,online-boutique-8284,17.33,is the rollback of the CHG89462 will solve the issue
01/04/2026 12:26,uptimelabs,online-boutique-8284,17.38,:star: Form a working theory
01/04/2026 12:27,daniel,online-boutique-8284,17.92,"We can, but it most likeley will do nothing"
01/04/2026 12:27,hamed,online-boutique-8284,17.95,Confirmed — NGINX version update introduced compatibility issue
01/04/2026 12:27,hamed,online-boutique-8284,18.13,Older Chrome versions are experiencing delayed request handling
01/04/2026 12:27,hamed,online-boutique-8284,18.27,Some headers/feature negotiation aren’t fully supported
01/04/2026 12:27,PLAYER,online-boutique-8284,18.27,"ok, what we have to do in these case"
01/04/2026 12:27,PLAYER,online-boutique-8284,18.45,roll back to previous version 
01/04/2026 12:27,uptimelabs,online-boutique-8284,18.52,:star: Restoration over root cause analysis
01/04/2026 12:27,hamed,online-boutique-8284,18.53,We can either roll back NGINX or patch config
01/04/2026 12:27,hamed,online-boutique-8284,18.65,Rollback it is
01/04/2026 12:28,PLAYER,online-boutique-8284,18.87,"ok, go ahade with patch"
01/04/2026 12:28,tanya,online-boutique-8284,18.93,Working on it
01/04/2026 12:28,PLAYER,online-boutique-8284,19.17,ok please go for rollback it asap
01/04/2026 12:28,hamed,online-boutique-8284,19.18,This could have been caught earlier with better segmentation
01/04/2026 12:28,uptimelabs,online-boutique-8284,19.23,:star: Take command
01/04/2026 12:28,daniel,online-boutique-8284,19.28,We need better early detection for edge-layer regressions
01/04/2026 12:28,tanya,online-boutique-8284,19.48,Hey @gowthamkumar.b-dominos.co.uk I have just retried the website with V105.0 of chrome and it seems the fix worked
01/04/2026 12:28,tinus,online-boutique-8284,19.52,Glad we created an incident for this. Need to review our training on when to create an incident or a bug but great work team.
01/04/2026 12:28,daniel,online-boutique-8284,19.53,Sorry guys should have raised an incident when first discovered.
01/04/2026 12:29,tinus,online-boutique-8284,19.70,We are all learning Daniel. We can carry the learnings foward
01/04/2026 12:29,bob,online-boutique-8284,19.75,Just checked and it looks all good now team
01/04/2026 12:29,tinus,online-boutique-8284,19.78,Lets continue monitoring this and we can have a great conversation during the PIR
01/04/2026 12:29,PLAYER,online-boutique-8284,19.80,@bob any request coming 
01/04/2026 12:29,PLAYER,online-boutique-8284,20.03,thank you team 
01/04/2026 12:29,bob,online-boutique-8284,20.03,No more requests from customers as of now
01/04/2026 12:29,uptimelabs,online-boutique-8284,20.17,"Thank you for playing Version Confusion, We recommend that you take 5 minutes to go and get a drink or stretch your legs.
Once you are back we ask that you complete this retrospective and feedback form, just hit start when you are ready."
01/04/2026 12:29,PLAYER,online-boutique-8284,20.30,closing the incident
01/04/2026 12:29,uptimelabs,online-boutique-8284,20.37,"Thanks for playing! Please complete your feedback here:
https://learn.uptimelabs.io/scenario/online-boutique/levels/17/8284/feedback"
