50,2025-09-29 15:21:00,Daniel,private-comms-5992,"Step 3 done DB connection to checkout is now cut"
51,2025-09-29 15:21:02,Tanya,private-comms-5992,"Step 1 done Checkout servers are now fully disconnected. Moving to isolate the infra from all external traffic"
52,2025-09-29 15:21:04,Hamed,private-comms-5992,"Step 4 confirmed No shared storage attached to checkout which makes sense since checkout has its standalone storage"
53,2025-09-29 15:21:10,Tanya,private-comms-5992,"Step 2 completed Infra is now fully cut off from the outside world. That means the website will remain completely down until we recover"
54,2025-09-29 15:21:15,Maya,private-comms-5992,"Step 5 done Cyvantics has completed taking snapshots of the checkout servers and database. They've now moved on to forensics. @Hamed we're good to kill the script now"
55,2025-09-29 15:21:25,Hamed,private-comms-5992,"Step 6 done The Script has been killed. @player1 let us know and double-check if anything else is pending on our side"
56,2025-09-29 15:22:06,Maya,private-comms-5992,"@player1 just double-checking with you are we good with restoration?"
57,2025-09-29 15:22:22,Maya,private-comms-5992,"Sorry Isolation"
58,2025-09-29 15:22:36,player1,private-comms-5992,"How are we checking? Just that the site is down?"
59,2025-09-29 15:23:23,Tanya,private-comms-5992,"Yeah site would be down because I cut off the complete infrastructure from the network"
60,2025-09-29 15:23:34,player1,private-comms-5992,"Okay yes I'm getting 502s"
61,2025-09-29 15:24:28,player1,private-comms-5992,"Tanya Is there anything else to check is it all isolated now?"
62,2025-09-29 15:24:33,Tanya,private-comms-5992,"Tanya has joined the channel"
63,2025-09-29 15:24:35,Tanya,private-comms-5992,"I think we are good for isolation"
64,2025-09-29 15:24:44,Maya,private-comms-5992,"Yes we must have a backup. Platform team can confirm us"
65,2025-09-29 15:24:47,player1,private-comms-5992,"Okay then lets move onto restoration"
66,2025-09-29 15:24:53,Hamed,private-comms-5992,"Correct we do have backup which only runs at 2AM. Latest is yesterday's. We'll lose today's orders"
67,2025-09-29 15:24:56,Maya,private-comms-5992,"Isolation is complete. We're good to move toward restoration using the backup storage now"
68,2025-09-29 15:24:59,Maya,private-comms-5992,"@player1 could you please confirm with business before moving forward on this"
69,2025-09-29 15:25:08,Maya,private-comms-5992,"I've called in @Bob to the channel"
70,2025-09-29 15:25:16,Bob,private-comms-5992,"@player1 I hear you need my help what exactly should I look into?"
71,2025-09-29 15:25:31,Bob,private-comms-5992,"With the sale starting today the potential loss is significant - around $180k"
72,2025-09-29 15:25:36,player1,private-comms-5992,"Maya confirming now"
73,2025-09-29 15:25:49,player1,private-comms-5992,"What's the alternative though we keep losing more sales?"
74,2025-09-29 15:26:22,Maya,private-comms-5992,"Cyvantics has the infected data. But it's gonna take a long time to recover it"
75,2025-09-29 15:26:34,Maya,private-comms-5992,"And it's not easy to sanitize it"
76,2025-09-29 15:26:39,player1,private-comms-5992,"Okay so we can potentially restore that after right Maya"
77,2025-09-29 15:26:53,player1,private-comms-5992,"How many systems ended up getting infected Maya"
78,2025-09-29 15:27:17,Maya,private-comms-5992,"We do have the potential but its very very risky"
79,2025-09-29 15:27:28,Tanya,private-comms-5992,"Checking..."
80,2025-09-29 15:27:37,Tanya,private-comms-5992,"From what I'm seeing the impact seems limited to the checkout servers. We haven't spotted similar symptoms on the others so far"
81,2025-09-29 15:27:43,Maya,private-comms-5992,"Also I checked. All other servers have security agents running and reporting normally. The only ones missing agents were the checkout servers - which feels a bit off"
82,2025-09-29 15:28:08,player1,private-comms-5992,"Okay"
83,2025-09-29 15:28:22,player1,private-comms-5992,"If that's the case can we restore just the checkout service?"
84,2025-09-29 15:28:32,player1,private-comms-5992,"It would mean not losing those lost sales right?"
85,2025-09-29 15:28:40,Maya,private-comms-5992,"Yes I'll coordinate. Just have a track of it"
86,2025-09-29 15:28:49,player1,private-comms-5992,"Or am I misunderstanding the architecture Tanya"
87,2025-09-29 15:29:25,Maya,private-comms-5992,"I'd say we forget about getting the checkout data right now. Getting data out of infected storage isn't easy and reliable"
88,2025-09-29 15:29:32,player1,private-comms-5992,"Okay"
89,2025-09-29 15:29:47,player1,private-comms-5992,"Agreed and business is onboard with that we'll go through insurance"
90,2025-09-29 15:30:04,player1,private-comms-5992,"Let's start the restoration"
91,2025-09-29 15:30:12,Maya,private-comms-5992,"Ok then shall we move to restoration?"
92,2025-09-29 15:30:17,player1,private-comms-5992,"Yes"
93,2025-09-29 15:30:21,Maya,private-comms-5992,"Thanks for the go-ahead. @player1 please track all restoration steps"
94,2025-09-29 15:30:28,player1,private-comms-5992,"Daniel Can you validate the backups for us"
95,2025-09-29 15:30:30,Maya,private-comms-5992,"I'm now validating the backup storage to ensure it's safe"
96,2025-09-29 15:30:33,Hamed,private-comms-5992,"I'm provisioning new checkout servers will update once ready"
97,2025-09-29 15:30:39,Maya,private-comms-5992,"Backup is clean and safe. @Hamed you can start rebuilding checkout from backup storage"
98,2025-09-29 15:30:43,Hamed,private-comms-5992,"Thanks Maya. New servers are ready. I'll start rebuilding now using backup storage"
99,2025-09-29 15:30:50,Hamed,private-comms-5992,"Rebuild completed"
100,2025-09-29 15:30:54,Maya,private-comms-5992,"I've enabled the security agents (EDR) on checkout servers"
101,2025-09-29 15:30:57,Daniel,private-comms-5992,"I'll monitor application health once services are restored"
102,2025-09-29 15:30:59,Daniel,private-comms-5992,"Maya has done it"
103,2025-09-29 15:31:00,Maya,private-comms-5992," @player1  can you confirm all tasks are wrapped up and we are good to bring the traffic back? Just want to be sure as this is the final restoration step before we move"
104,2025-09-29 15:31:20,player1,private-comms-5992,"Okay make sure that EDR is running stable"
105,2025-09-29 15:31:35,Maya,private-comms-5992,"Yes 100%"
106,2025-09-29 15:32:06,player1,private-comms-5992,"Okay then1 is done 2 is done 3 is done 4 is done"
107,2025-09-29 15:32:13,player1,private-comms-5992,"Go ahead and reconnect Hamed S"
108,2025-09-29 15:32:28,Hamed,private-comms-5992,"Tanya  please move ahead"
109,2025-09-29 15:32:30,Tanya,private-comms-5992,"Thanks for the go ahead. Bringing up network traffic in progress..."
110,2025-09-29 15:32:49,Tanya,private-comms-5992,"Restoration completed"
111,2025-09-29 15:33:14,Bob,private-comms-5992,"Wait!! getting a bunch of new complaints now. Users are neither able to see their return requests nor able to place new returns on the site"
112,2025-09-29 15:33:21,Maya,private-comms-5992,"Yeah that's probably the missing today's checkout data. Anyone who ordered or returned something during that time won't see it - makes sense since we restored from the yesterday's backup"
113,2025-09-29 15:33:23,Tanya,private-comms-5992,"Tough but expected :)"
114,2025-09-29 15:33:24,Bob,private-comms-5992,"What should I tell them? They are asking for refunds"
115,2025-09-29 15:33:36,player1,private-comms-5992,"Let me ask business"
116,2025-09-29 15:34:35,player1,private-comms-5992,"Bez is checking with the board Bob"
117,2025-09-29 15:34:39,Bob,private-comms-5992,"Bob has joined the channel"
118,2025-09-29 15:34:53,Maya,private-comms-5992,"@player1 I've received the forensics report from Cyvantics Security"
119,2025-09-29 15:34:56,Maya,private-comms-5992,"forensics"
120,2025-09-29 15:35:13,player1,private-comms-5992,"Okay thanks for that"
121,2025-09-29 15:35:13,Maya,private-comms-5992,"Also I just finished combing through Shay's mailbox. There's something important here I found two emails from what looks like our monitoring vendor - ClearTech"
122,2025-09-29 15:35:15,Maya,private-comms-5992,"phished_email"
123,2025-09-29 15:35:32,player1,private-comms-5992,"Okay that looks like the cause then"
124,2025-09-29 15:35:33,Maya,private-comms-5992,"We will take this forward in PIR  for now website is restored"
125,2025-09-29 15:35:43,Maya,private-comms-5992,"Alright since everything's back up and stable we can now move back to the main #online-boutique channel. No further actions left here"
126,2025-09-29 15:35:45,Bob,private-comms-5992,"What should I tell the customers?"
127,2025-09-29 15:36:06,player1,private-comms-5992,"Bob From Bez Keeping it high-level just say website restored but there's an issue with few orders. We'll refund them and customers will get a $10 gift voucher as an apology"
128,2025-09-29 15:36:07,Bob,private-comms-5992,"Thanks @player1"
